ITEM,DESCRIP,Gauge,Color
WS226CRWA           ,26GA COLONIAL RED / WHITEWASH PVDF WS2                                                              ,26,COLONIAL RED/WASH   
CLFL29LU41          ,"*CUSTOM LENGTH* 29GA GALVALUME 41"" FLAT                                                             ",29,GALVALUME           
CLFL24TWBWA48       ,"*CUSTOM LENGTH* 24GA TWILIGHT BLUE / WHITEWASH PVDF 48"" FLAT                                        ",24,TWILIGHT BLUE/WASH  
CLFL248BW4IW48      ,"*CUSTOM LENGTH* 24GA 8MIL BONE WHITE / 4MIL INTERIOR WHITE BARRIER 48"" FLAT                         ",24,8M BONE/4M INTERIOR 
WF63626SWIRON       ,26GA SURF WHITE / IRON ORE SMP WF636                                                                ,26,BRITE RED/POLAR WHIT
MESA26ALFG          ,26GA ANTIQUE LINEN / FOREST GREEN (MED GREEN) SMP MESA                                              ,26,ANTIQUE LINEN/FOREST
CF24DK18            ,"*18"" CUSTOM* 24GA DARK BROWN SMP FLASHING                                                           ",24,AUTUMN/WASH         
CF24BU18            ,"*18"" CUSTOM* 24GA BURGUNDY SMP FLASHING                                                             ",24,                    
CLFL24CGBK36        ,"*CUSTOM LENGTH* 24GA CHARCOAL GREY / BLACK SMP 36"" FLAT                                             ",24,CHARCOAL GREY/BLACK 
CLFL24AUTWA48       ,"*CUSTOM LENGTH* 24GA AUTUMN / WHITEWASH PVDF 48"" FLAT                                               ",24,AUTUMN/WASH         
CF24DBWWA48         ,"*48"" CUSTOM* 24GA WF DARK BRONZE / WHITEWASH PVDF FLASHING                                          ",24,CHAMPAGNE METAL/WASH
DIA24SLGWA          ,24GA SLATE GREY / WHITEWASH PVDF DIAMOND                                                            ,24,SLATE BLUE/WASH     
WF63624ANAN         ,24GA ACORN / ACORN PVDF WF636                                                                       ,24,ACORN/ACORN         
MCP22WS48S          ,"*PERF* 22GA WEATHERING STEEL 48"" GR33 MASTER COIL                                                   ",22,WEATHERING STEEL    
HF1226CADWG         ,*SOFFIT ONLY* 26GA CASHMERE / DEEP WATER GREEN SMP HF12                                             ,26,GALVANNEAL          
MESA29MBWA          ,29GA METRO BROWN / WHITEWASH SMP MESA                                                               ,29,METRO BROWN/WASH    
1236R24LBSG         ,*REVERSE* 24GA LABRADOR BLUE / STONE GREY SMP WF1236                                                ,24,LABRADOR BLUE/STONE 
CF22WS12            ,"*12"" CUSTOM* 22GA WEATHERING STEEL FLASHING                                                         ",22,COLORED             
WF63626WACR         ,26GA WHITEWASH / COLONIAL RED PVDF WF636                                                            ,26,DARK GREEN/WASH     
SC26TQTN20          ,"26GA TURQUOISE / TAN SMP 20.25"" SLIT COIL                                                           ",26,TURQUOISE/TAN       
PR1224ACWA          ,24GA AGED COPPER / WHITEWASH PVDF PROLOK 12                                                         ,24,AGED COPPER KYNAR   
HF12P24REWA         ,*PERF* 24GA REGAL BLUE / WHITEWASH PVDF HF12                                                        ,24,HERON BLUE/WHITE WHI
HF1224REWA          ,24GA REGAL BLUE / WHITEWASH PVDF HF12                                                               ,24,HERON BLUE/WHITE WHI
CF24RE12            ,"*12"" CUSTOM* 24GA REGAL BLUE PVDF FLASHING                                                          ",24,HERON BLUE/WHITE WHI
CF24RE18            ,"*18"" CUSTOM* 24GA REGAL BLUE PVDF FLASHING                                                          ",24,HERON BLUE/WHITE WHI
CF24RE24            ,"*24"" CUSTOM* 24GA REGAL BLUE PVDF FLASHING                                                          ",24,HERON BLUE/WHITE WHI
AC24REWA            ,24GA REGAL BLUE / WHITEWASH PVDF ALLCLAD                                                            ,24,REGENT GREY/BRITE RE
PR1226GDSH          ,26GA GOLD / SAPPHIRE BLUE SMP PROLOK 12                                                             ,26,SAPPHIRE BLUE/GOLD  
SC24ACWA16          ,"24GA AGED COPPER / WHITEWASH PVDF 16"" SLIT COIL                                                     ",24,AGED COPPER/WASH    
1236R26ALFG         ,*REVERSE* 26GA ANTIQUE LINEN / FOREST GREEN (MED GREEN) SMP WF1236                                  ,26,ANTIQUE LINEN/FOREST
CF24DBWWA36         ,"*36"" CUSTOM* 24GA WF DARK BRONZE / WHITEWASH PVDF FLASHING                                          ",24,CHAMPAGNE METAL/WASH
CF26RG48            ,"*48"" CUSTOM* 26GA REGENT GREY SMP FLASHING                                                          ",26,BRIARWOOD TAN/WASH  
HF12R222WZWA        ,*2 RIB* 22GA WEATHERED ZINC / WHITEWASH PVDF HF12                                                   ,22,BARNBOARD/WASH      
FLAT24IOWA48120     ,"24GA INT'L ORANGE / WHITEWASH SMP 48"" x 120"" FLAT                                                   ",24,INT'L ORANGE/WASH   
CF24PWDK9           ,"*9"" CUSTOM* 24GA POLAR WHITE / DARK BROWN SMP FLASHING                                              ",24,DARK BROWN/POLAR WHI
CF24HG18            ,"*18"" CUSTOM* 24GA HARTFORD GREEN PVDF FLASHING                                                      ",24,COLORED             
CF24HG9             ,"*9"" CUSTOM* 24GA HARTFORD GREEN PVDF FLASHING                                                       ",24,                    
PR1224HGWA          ,24GA HARTFORD GREEN / WHITEWASH PVDF PROLOK 12                                                      ,24,COLORED             
RDA63624GA          ,24GA GALVANIZED 636 ROOF DECK LAP A                                                                 ,22,BARNBOARD/WASH      
1236R26CWSAGE       ,*REVERSE* 26GA CAMBRIDGE WHITE / SAGE GREEN SMP WF1236                                              ,26,SAGE GREEN/CAMBRIDGE
CF24DWGRG9          ,"*9"" CUSTOM* 24GA DEEP WATER GREEN / REGENT GREY SMP FLASHING                                        ",24,DEEP WATER/CASHMERE 
FLAT26SMWA48120     ,"26GA SILVER METALLIC / WHITEWASH PVDF 48"" x 120"" FLAT                                               ",26,SILVER METALLIC/WASH
MESA29MGWA          ,29GA MELCHERS GREEN / WHITEWASH SMP MESA                                                            ,29,MELCHERS GREEN/WASH 
COR26SMWA           ,26GA SILVER METALLIC / WHITEWASH PVDF CORRUGATED                                                    ,26,ANTIQUE LINEN/WHITE 
CLFL24REWA48        ,"*CUSTOM LENGTH* 24GA REGAL BLUE / WHITEWASH PVDF 48"" FLAT                                           ",24,REGAL BLUE/WASH     
FLAT26DGRG48120     ,"26GA CAS DARK GREEN / REGENT GREY SMP 48"" x 120"" FLAT                                               ",26,CAS DARK GREEN/REGEN
SC26DGRG16          ,"26GA CAS DARK GREEN / REGENT GREY SMP 16"" SLIT COIL                                                 ",26,CAS DARK GREEN/REGEN
PR1226DGRG          ,26GA CAS DARK GREEN / REGENT GREY SMP PROLOK 12                                                     ,26,DARK GREEN/REGENT GR
CF22DK24            ,"*24"" CUSTOM* 22GA DARK BROWN SMP FLASHING                                                           ",22,CAS DARK BRONZE/WASH
WS126SAGECW         ,26GA SAGE GREEN / CAMBRDIGE WHITE SMP WS1                                                           ,26,SAGE GREEN/CAMBRIDGE
MESA26PTPS          ,26GA PACIFIC TURQUOISE / PEBBLESTONE SMP MESA                                                       ,26,PACIFIC TURQ/PEBBLE 
HF12P24PWDK         ,*PERF* 24GA POLAR WHITE / DARK BROWN SMP HF12                                                       ,24,BRIARWOOD TAN/DARK G
WF636R22CWRG        ,22GA CAMBRIDGE WHITE / REGENT GREY SMP WF636R                                                       ,22,CAMBRIDGE WHITE/REG 
CF22RGCW9           ,"*9"" CUSTOM* 22GA REGENT GREY / CAMBRIDGE WHITE SMP FLASHING                                         ",22,CAMBRIDGE WHITE/REG 
MESA26MBWA          ,26GA METRO BROWN / WHITEWASH SMP MESA                                                               ,26,METRO BROWN/WASH    
COIL26DWGCA12       ,"26GA DEEP WATER GREEN / CASHMERE SMP 12"" x 50' COIL                                                 ",26,DEEP WATER/CASHMERE 
SC24SADWA16         ,"24GA SADDLE / WHITEWASH PVDF 16"" SLIT COIL                                                          ",24,SADDLE/WASH         
FLAT22GDPW48120     ,"22GA GOLD / POLAR WHITE SMP 48"" x 120"" FLAT                                                         ",22,GOLD/POLAR WHITE    
MESA29SBWA          ,29GA SLATE BLUE / WHITEWASH SMP MESA                                                                ,29,SLATE BLUE/WASH     
MESA29HBWA          ,29GA HERON BLUE / WHITEWASH SMP MESA                                                                ,29,HERON BLUE/WASH     
COIL29DBCG36        ,"29GA WF DARK BRONZE / CHARCOAL GREY SMP 36"" x 50' COIL                                              ",29,WF DARK BRONZE/CHARC
COIL29DBCG18        ,"29GA WF DARK BRONZE / CHARCOAL GREY SMP 18"" x 50' COIL                                              ",29,WF DARK BRONZE/CHARC
PR16NR24WCWA        ,*NO RIB* 24GA WEATHERED COPPER / WHITEWASH PVDF PROLOK 16                                           ,24,CHARCOAL GREY/WASH  
PR12NR24WCWA        ,*NO RIB* 24GA WEATHERED COPPER / WHITEWASH PVDF PROLOK 12                                           ,24,CHARCOAL GREY/WASH  
123626IRONSW        ,26GA IRON ORE / SURF WHITE SMP WF1236                                                               ,26,IRON ORE/SURF WHITE 
HF12P24SGWA         ,*PERF* 24GA STONEY GREY / WHITEWASH SMP HF12                                                        ,24,BRIARWOOD TAN/DARK G
HF12P24SMWA         ,*PERF* 24GA SILVER METALLIC / WHITEWASH PVDF HF12                                                   ,24,DARK RED/BONE WHITE 
MC24SADWA48S        ,"24GA SADDLE / WASH PVDF PRINTECH 48"" GR33 MASTER COIL                                               ",24,SADDLE/WASH         
CLFL24BCWA48        ,"*CUSTOM LENGTH* 24GA BLACK COFFEE / WHITEWASH SMP 48"" FLAT                                          ",24,BLACK COFFEE/WASH   
1236R26WAWH         ,*REVERSE* 26GA WHITEWASH / BRITE WHITE SMP WF1236                                                   ,26,BRITE WHITE/WASH    
1236R26RBSG         ,*REVERSE* 26GA ROYAL BLUE / STONE GREY SMP WF1236                                                   ,26,ROYAL BLUE/STONE GRE
CF26PS12            ,"*12"" CUSTOM* 26GA PEBBLESTONE SMP FLASHING                                                          ",26,                    
1236R26WABR         ,*REVERSE* 26GA WHITEWASH / BRITE RED SMP WF1236                                                     ,26,BRITE RED/WASH      
HF1224CAIRON        ,24GA CASHMERE / IRON ORE SMP HF12                                                                   ,24,                    
HF12R124SADWA       ,*1 RIB* 24GA SADDLE / WHITEWASH PVDF HF12                                                           ,24,                    
1236R26WASG         ,*REVERSE* 26GA WHITEWASH / STONE GREY SMP WF1236                                                    ,26,STONE GREY/WASH     
MC24DKWA48S         ,"24GA DARK BROWN / WASH SMP 48"" GR33 MASTER COIL *S/O                                                ",24,DARK BROWN/WASH     
CLFL26CBPW36        ,"*CUSTOM LENGTH* 26GA COFFEE BROWN / POLAR WHITE SMP 36"" FLAT                                        ",26,COFFEE BROWN/POLAR W
MESA26WWWA          ,26GA WHITE WHITE / WHITEWASH SMP MESA                                                               ,26,WHITE WHITE/WASH    
